Site,plot,date,count,species,species_good,foodtype_broad,foodtype_specific,hostplants_genera,hostplants_family,wing_low,wing_high,exotic,specialization_distance,specialization_notes,gbif_totalCount,sampleSize,area_km2,minFlight,maxFlight,lengthFlight,gbif_notes,date_format,year,month,specialist,specialist_family
Ecology Woods,11,6/19/2018,2,"Blastobasis glandulella (Riley, 1871) ",Blastobasis glandulella,plants,woody,3,2,15,25,0,138.71214,,854,854,3100.612451,5,7,3,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/19/2018,2018,6,NA,NA
Ecology Woods,12,6/19/2018,2,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/19/2018,2018,6,NA,NA
Ecology Woods,12,6/19/2018,1,"Apatelodes torrefacta (J.E.Smith, 1797)",Apatelodes torrefacta,plants,plants,22,16,32,42,0,236.2717319,,2375,2375,2043.306911,5,8,4,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Lacinipolia renigera (Stephens, 1829)",Lacinipolia renigera,plants,plants,8,2,21,30,0,126.1445967,also says algae,5011,5011,2797.78205,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Maliattha synochitis (Grote & Robinson, 1868)",Maliattha synochitis,plants,herbaceous,4,3,17,21,0,211.5564482,,3251,3251,2557.318269,4,9,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,3,"Hyphantria cunea (Drury, 1773)",Hyphantria cunea,plants,plants,103,51,25,39,0,284.195833,,10255,10255,7818.38645,3,10,8,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Malacosoma americanum (Fabricius, 1793)",Malacosoma americanum,plants,woody,34,17,22,44,0,222.9865021,,8997,8997,2585.857822,1,7,7,"in gbif as ""Malacosoma americana""",6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Halysidota tessellaris (J.E.Smith, 1797)",Halysidota tessellaris,plants,plants,38,22,40,45,0,234.8397807,,12615,12615,5021.52725,3,9,7,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Hypena scabra Fabricius, 1798",Hypena scabra,plants,plants,43,21,25,35,0,227.1414032,,11679,11679,1154.857177,1,12,12,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Pseudeustrotia carneola (Guenée, 1852) ",Pseudeustrotia carneola,plants,plants,6,4,20,24,0,217.0071168,0,3781,3781,828.2417292,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Nadata gibbosa (J.E.Smith, 1797) ",Nadata gibbosa,plants,woody,14,7,38,59,0,213.1849728,,6069,6069,3064.012419,3,10,8,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,4,"Blastobasis glandulella (Riley, 1871) ",Blastobasis glandulella,plants,woody,3,2,15,25,0,138.71214,,854,854,3100.612451,5,7,3,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,3,"Acleris semipurpurana (Kearfott, 1905) ",Acleris semipurpurana,plants,woody,2,2,15,16,0,222.296974,,615,615,495.3393435,5,7,3,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,3,"Protodeltote muscosula (Guenée, 1852)",Protodeltote muscosula,plants,herbaceous,1,2,18,25,0,NA,also Poaceae,3054,3054,533.6527338,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,2,"Anageshna primordialis (Dyar, 1907)",Anageshna primordialis,plants,woody,1,1,12,15,0,0,,2364,2364,894.6391327,5,10,6,NA,6/19/2018,2018,6,specialist,specialist
Ecology Woods,12,6/19/2018,1,"Heterocampa guttivitta (Walker, 1855) ",Heterocampa guttivitta,plants,woody,32,18,32,45,0,225.8085107,,1456,1456,1014.851234,4,8,5,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Mythimna unipuncta (Haworth, 1809) ",Mythimna unipuncta,plants,plants,53,16,35,47,0,215.5845222,,16950,16950,16542.87114,1,12,12,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Acleris curvalana (Kearfott, 1907)",Acleris curvalana,plants,woody,2,1,14,16,0,20.055737,,828,828,1155.261824,5,7,3,NA,6/19/2018,2018,6,generalist,specialist
Ecology Woods,12,6/19/2018,1,"Donacaula longirostrella (Cramer, 1860)",Donacaula longirostrella,unknown,unknown,NA,NA,23,23,0,NA,unknown host plant,70,70,559.3464765,5,6,2,"in gbif as ""Donacaula longirostrallus""",6/19/2018,2018,6,NA,NA
Ecology Woods,12,6/19/2018,1,"Sciota uvinella (Ragonot, 1887)",Sciota uvinella,plants,woody,1,1,14,18,0,0,,995,995,252.1767747,5,9,5,NA,6/19/2018,2018,6,specialist,specialist
Ecology Woods,12,6/19/2018,1,"Allotria elonympha (Hübner, 1818) ",Allotria elonympha,plants,plants,4,3,33,45,0,207.716393,0,1416,1416,883.3400353,4,11,8,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Iridopsis defectaria (Guenée, 1857)",Iridopsis defectaria,plants,plants,22,16,24,36,0,231.9451009,0,3291,3291,1775.550689,1,12,12,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Dicymolomia julianalis (Walker, 1859)",Dicymolomia julianalis,plants,herbaceous,7,7,12,20,0,252.1091283,,1185,1185,1016.191538,5,11,7,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,2,"Zanclognatha cruralis (Guenée, 1854)",Zanclognatha cruralis,plants,plants,8,5,28,30,0,447.0272241,0,462,462,437.7284884,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Melanolophia canadaria (Guenée, 1857) ",Melanolophia canadaria,plants,plants,40,26,36,39,0,328.7446519,0,1738,1738,2045.539044,3,11,9,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Decantha boreasella (Chambers, 1873) ",Decantha boreasella,plants,plants,2,2,15,15,0,NA,uses ferns,429,429,650.1504303,5,7,3,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,Orthotaenia undulana (Denis & Schiffermuller1775),Orthotaenia undulana,plants,plants,30,22,14,17,0,285.162581,,9728,9728,6732.679613,5,5,1,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Athetis tarda (Guenee, 1852)",Athetis tarda,plants,woody,1,1,23,35,0,0,,1077,1077,1772.495615,4,10,7,NA,6/19/2018,2018,6,specialist,specialist
Ecology Woods,12,6/19/2018,11,"Bactra furfurana (Haworth, 1811)",Bactra furfurana,plants,herbaceous,3,2,10,16,0,91.17037267,,1451,1451,8394.083636,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Chionodes fuscomaculella (Chambers, 1872)",Chionodes fuscomaculella,plants,woody,3,3,14.3,14.3,0,157.3269275,,160,160,345.7450272,6,8,3,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Argyresthia apicimaculella Chambers, 1874",Argyresthia apicimaculella,unknown,unknown,NA,NA,9,9,0,NA,unknown host plant,14,14,72.31674551,6,6,1,NA,6/19/2018,2018,6,NA,NA
Ecology Woods,12,6/19/2018,1,"Teladoma helianthi Busck, 1932",Teladoma helianthi,plants,herbaceous,2,1,9,12,0,14.04406,,32,32,218.1520438,NA,NA,NA,no adult observations in the mid-atlantic,6/19/2018,2018,6,generalist,specialist
Ecology Woods,12,6/19/2018,1,"Fissicrambus mutabilis (Clemens, 1860)",Fissicrambus mutabilis,plants,herbaceous,9,1,23,24,0,40.96312181,,685,685,1310.278491,5,9,5,NA,6/19/2018,2018,6,generalist,specialist
Ecology Woods,12,6/19/2018,1,"Xestia dolosa Franclemont, 1980",Xestia dolosa,plants,plants,41,26,37,46,0,234.1276775,,863,863,2392.743829,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Renia adspergillus (Bosc, 1800)",Renia adspergillus,plants,woody,1,1,23,30,0,0,,1160,1160,349.1323443,4,9,6,NA,6/19/2018,2018,6,specialist,specialist
Ecology Woods,12,6/19/2018,2,"Orthonama obstipata (Fabricius, 1794) ",Orthonama obstipata,plants,plants,10,6,15,22,0,221.3350502,,4822,4822,18006.52323,3,12,10,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Eusarca confusaria Hübner, 1813",Eusarca confusaria,plants,herbaceous,5,3,30,40,0,184.153381,0,3365,3365,2709.153146,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Noctua pronuba (Linnaeus, 1758)",Noctua pronuba,plants,plants,17,14,50,60,1,243.3017215,,320498,100000,6439.634797,3,11,9,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Speranza pustularia (Guenée, [1858])",Speranza pustularia,plants,woody,8,6,18,27,0,437.5198807,0,5415,5415,609.7300142,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Limnaecia phragmitella Stainton, 1851",Limnaecia phragmitella,plants,herbaceous,1,1,15,20,0,0,,3929,3929,15206.01721,6,8,3,NA,6/19/2018,2018,6,specialist,specialist
Ecology Woods,12,6/19/2018,1,"Idia forbesii (French, 1894)",Idia forbesii,other,detritivore,NA,NA,18,21,0,NA,detritivore,377,377,325.4309325,6,9,4,NA,6/19/2018,2018,6,NA,NA
Ecology Woods,12,6/19/2018,1,"Costaconvexa centrostrigaria (Wollaston, 1858) ",Costaconvexa centrostrigaria,plants,herbaceous,3,2,17,23,0,182.3705387,,7078,7078,2297.882414,1,12,12,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,2,"Dichomeris inversella (Zeller, 1873)",Dichomeris inversella,plants,woody,1,1,18,18,0,0,,501,501,307.9421583,6,8,3,NA,6/19/2018,2018,6,specialist,specialist
Ecology Woods,12,6/19/2018,1,"Desmia funeralis (Hübner, 1796)",Desmia funeralis,plants,woody,4,3,NA,NA,0,217.8536032,0,2715,2715,4996.014019,2,9,8,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Udea rubigalis (Guenee, 1854)",Udea rubigalis,plants,plants,34,16,16,20,0,220.9312483,,6564,6564,1467.527934,1,12,12,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Elophila obliteralis (Walker, 1859)",Elophila obliteralis,plants,plants,44,32,10,22,0,250.9571903,,2960,2960,3563.845548,4,10,7,NA,6/19/2018,2018,6,generalist,generalist
Ecology Woods,12,6/19/2018,1,"Calledapteryx dryopterata Grote, 1868 ",Calledapteryx dryopterata,plants,woody,1,1,18,18,0,0,,849,849,1148.531734,5,9,5,NA,6/19/2018,2018,6,specialist,specialist
Motor Pool,13,6/18/2018,1,"Catocala ilia (Cramer, 1776) ",Catocala ilia,plants,woody,1,1,65,82,0,0,,3864,3864,2605.194247,6,10,5,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,13,6/18/2018,1,"Noctua pronuba (Linnaeus, 1758)",Noctua pronuba,plants,plants,17,14,50,60,1,243.3017215,,320498,100000,6439.634797,3,11,9,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Lacinipolia renigera (Stephens, 1829)",Lacinipolia renigera,plants,plants,8,2,21,30,0,126.1445967,also says algae,5011,5011,2797.78205,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Malacosoma disstria Hubner, 1822",Malacosoma disstria,plants,woody,36,16,23,37,0,309.4168492,,8357,8357,3994.874047,5,8,4,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,3,"Malacosoma americanum (Fabricius, 1793)",Malacosoma americanum,plants,woody,34,17,22,44,0,222.9865021,,8997,8997,2585.857822,1,7,7,"in gbif as ""Malacosoma americana""",6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Macaria aemulataria Walker, 1861",Macaria aemulataria,plants,plants,9,7,22,28,0,224.9807757,,1620,1620,2864.804775,3,9,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Protodeltote muscosula (Guenée, 1852)",Protodeltote muscosula,plants,herbaceous,1,2,18,25,0,NA,also Poaceae,3054,3054,533.6527338,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Crambus agitatellus Clemens, 1860",Crambus agitatellus,plants,herbaceous,NA,NA,17,22,0,NA,no host plant genera specified,4304,4304,621.9317247,5,9,5,NA,6/18/2018,2018,6,NA,NA
Motor Pool,13,6/18/2018,1,"Phaecasiophora confixana (Walker, 1863)",Phaecasiophora confixana,plants,woody,1,1,18,18,0,0,,215,215,169.2059494,5,8,4,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,13,6/18/2018,1,"Eupithecia miserulata Grote, 1863",Eupithecia miserulata,plants,plants,68,35,12,20,0,275.2773369,,2060,2060,1410.212657,3,11,9,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Udea rubigalis (Guenee, 1854)",Udea rubigalis,plants,plants,34,16,16,20,0,220.9312483,,6564,6564,1467.527934,1,12,12,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Hypsopygia olinalis (Guenée, 1854)",Hypsopygia olinalis,plants,woody,3,2,16,24,0,456.744542,0,3663,3663,1067.506979,5,11,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Clostera inclusa (Hübner, 1829-31)",Clostera inclusa,plants,woody,10,8,23,36,0,235.7835309,0,393,393,408.2904272,4,8,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,4,Orthotaenia undulana (Denis & Schiffermuller1775),Orthotaenia undulana,plants,plants,30,22,14,17,0,285.162581,,9728,9728,6732.679613,5,5,1,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Pelochrista cataclystiana (Walker, 1863)",Pelochrista cataclystiana,plants,herbaceous,3,1,16,16,0,32.607184,,294,294,1031.961745,6,10,5,NA,6/18/2018,2018,6,generalist,specialist
Motor Pool,13,6/18/2018,2,"Bactra furfurana (Haworth, 1811)",Bactra furfurana,plants,herbaceous,3,2,10,16,0,91.17037267,,1451,1451,8394.083636,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Zanclognatha obscuripennis (Grote, 1872)",Zanclognatha obscuripennis,other,detritivore,NA,NA,22,32,0,NA,detritivore,146,146,244.6421555,5,9,5,NA,6/18/2018,2018,6,NA,NA
Motor Pool,13,6/18/2018,1,"Idia lubricalis (Geyer, 1832)",Idia lubricalis,other,generalist,1,1,24,36,0,NA,"feed on detritus, lichen, etc.",2217,2217,3165.045308,6,9,4,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Xestia dolosa Franclemont, 1980",Xestia dolosa,plants,plants,41,26,37,46,0,234.1276775,,863,863,2392.743829,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Acrolophus texanella (Chamber, 1878)",Acrolophus texanella,plants,herbaceous,NA,NA,19,19,0,NA,no host plant genera specified,735,735,503.8376788,6,7,2,NA,6/18/2018,2018,6,NA,NA
Motor Pool,13,6/18/2018,1,"Spargaloma sexpunctata Grote, 1873",Spargaloma sexpunctata,plants,herbaceous,1,1,25,29,0,0,,643,643,807.3248263,4,9,6,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,13,6/18/2018,1,"Macrochilo litophora (Grote, 1878)",Macrochilo litophora,plants,herbaceous,3,2,22,22,0,192.7268203,also says detritophagous,494,494,363.6029117,5,9,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,2,"Zanclognatha cruralis (Guenée, 1854)",Zanclognatha cruralis,plants,plants,8,5,28,30,0,447.0272241,0,462,462,437.7284884,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,13,6/18/2018,1,"Lochmaeus manteo Doubleday, 1841 ",Lochmaeus manteo,plants,woody,14,9,37,50,0,220.1823471,,718,718,724.8013548,6,10,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Melanolophia canadaria (Guenée, 1857) ",Melanolophia canadaria,plants,plants,40,26,36,39,0,328.7446519,0,1738,1738,2045.539044,3,11,9,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Malacosoma americanum (Fabricius, 1793)",Malacosoma americanum,plants,woody,34,17,22,44,0,222.9865021,,8997,8997,2585.857822,1,7,7,"in gbif as ""Malacosoma americana""",6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,2,"Crambus agitatellus Clemens, 1860",Crambus agitatellus,plants,herbaceous,NA,NA,17,22,0,NA,no host plant genera specified,4304,4304,621.9317247,5,9,5,NA,6/18/2018,2018,6,NA,NA
Motor Pool,14,6/18/2018,1,"Phaecasiophora confixana (Walker, 1863)",Phaecasiophora confixana,plants,woody,1,1,18,18,0,0,,215,215,169.2059494,5,8,4,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,14,6/18/2018,1,"Grapholita packardi Zeller, 1875",Grapholita packardi,plants,woody,6,2,10,10,0,156.7565521,,317,317,987.4433789,5,9,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,2,Orthotaenia undulana (Denis & Schiffermuller1775),Orthotaenia undulana,plants,plants,30,22,14,17,0,285.162581,,9728,9728,6732.679613,5,5,1,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Renia adspergillus (Bosc, 1800)",Renia adspergillus,plants,woody,1,1,23,30,0,0,,1160,1160,349.1323443,4,9,6,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,14,6/18/2018,2,"Renia discoloralis Guenée, 1854",Renia discoloralis,other,detritivore,NA,NA,35,45,0,NA,detritivore,832,832,901.7049352,5,10,6,NA,6/18/2018,2018,6,NA,NA
Motor Pool,14,6/18/2018,1,"Scolecocampa liburna (Geyer, 1837) ",Scolecocampa liburna,plants,woody,6,6,35,43,0,232.3169363,also detritophagous,1523,1523,4043.829694,6,9,4,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Heterocampa biundata Walker, 1855 ",Heterocampa biundata,plants,woody,16,11,38,56,0,223.5819609,,944,944,985.6954469,4,8,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,2,"Protolampra brunneicollis (Grote, 1865)",Protolampra brunneicollis,plants,plants,6,5,33,43,0,239.1500521,,599,599,1632.744269,6,10,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Pigritia ochrocomella Clemens, 1863",Pigritia ochrocomella,unknown,unknown,NA,NA,9,12,0,NA,unknown host plant,2,2,0,NA,NA,NA,no adult observations in the mid-atlantic,6/18/2018,2018,6,NA,NA
Motor Pool,14,6/18/2018,1,"Speranza pustularia (Guenée, [1858])",Speranza pustularia,plants,woody,8,6,18,27,0,437.5198807,0,5415,5415,609.7300142,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,2,"Hypsopygia olinalis (Guenée, 1854)",Hypsopygia olinalis,plants,woody,3,2,16,24,0,456.744542,0,3663,3663,1067.506979,5,11,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,2,"Idia forbesii (French, 1894)",Idia forbesii,other,detritivore,NA,NA,18,21,0,NA,detritivore,377,377,325.4309325,6,9,4,NA,6/18/2018,2018,6,NA,NA
Motor Pool,14,6/18/2018,1,"Packardia elegans (Packard, 1864)",Packardia elegans,plants,woody,6,4,20,20,0,197.2145049,,170,170,235.5765337,6,7,2,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Macrochilo litophora (Grote, 1878)",Macrochilo litophora,plants,herbaceous,3,2,22,22,0,192.7268203,also says detritophagous,494,494,363.6029117,5,9,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Udea rubigalis (Guenee, 1854)",Udea rubigalis,plants,plants,34,16,16,20,0,220.9312483,,6564,6564,1467.527934,1,12,12,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Elophila obliteralis (Walker, 1859)",Elophila obliteralis,plants,plants,44,32,10,22,0,250.9571903,,2960,2960,3563.845548,4,10,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,14,6/18/2018,1,"Anageshna primordialis (Dyar, 1907)",Anageshna primordialis,plants,woody,1,1,12,15,0,0,,2364,2364,894.6391327,5,10,6,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,14,6/18/2018,1,"Chionodes obscurusella (Chambers, 1872)",Chionodes obscurusella,plants,woody,1,1,12,16,0,0,,477,477,799.8487414,4,8,5,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,14,6/18/2018,1,"Taygete sylvicolella (Busck, 1903)",Taygete sylvicolella,unknown,unknown,NA,NA,9,9,0,NA,unknown host plant,NA,NA,NA,NA,NA,NA,no records in gbif at the species level,6/18/2018,2018,6,NA,NA
Motor Pool,16,6/18/2018,5,"Malacosoma americanum (Fabricius, 1793)",Malacosoma americanum,plants,woody,34,17,22,44,0,222.9865021,,8997,8997,2585.857822,1,7,7,"in gbif as ""Malacosoma americana""",6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,3,"Phaecasiophora confixana (Walker, 1863)",Phaecasiophora confixana,plants,woody,1,1,18,18,0,0,,215,215,169.2059494,5,8,4,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,16,6/18/2018,1,"Cycnia tenera Hubner, 1818",Cycnia tenera,plants,herbaceous,2,2,30,40,0,43.788885,,3094,3094,904.1423766,4,10,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,5,Orthotaenia undulana (Denis & Schiffermuller1775),Orthotaenia undulana,plants,plants,30,22,14,17,0,285.162581,,9728,9728,6732.679613,5,5,1,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Eoreuma densellus (Zeller, 1881)",Eoreuma densellus,unknown,unknown,NA,NA,18,21,0,NA,unknown host plant,155,155,437.2960592,6,8,3,NA,6/18/2018,2018,6,NA,NA
Motor Pool,16,6/18/2018,1,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/18/2018,2018,6,NA,NA
Motor Pool,16,6/18/2018,2,"Herpetogramma aeglealis (Walker, 1859)",Herpetogramma aeglealis,plants,plants,7,7,25,27,0,220.1384862,,746,746,304.0870264,5,9,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,2,"Epiblema strenuana (Walker, 1863)",Epiblema strenuana,plants,plants,5,3,10,17,0,335.3718244,,1278,1278,1509.839882,4,8,5,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Acleris schalleriana (Linnaeus, 1761)",Acleris schalleriana,plants,woody,4,4,18,20,0,234.2091392,,870,870,4195.710831,5,11,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,2,"Xestia dolosa Franclemont, 1980",Xestia dolosa,plants,plants,41,26,37,46,0,234.1276775,,863,863,2392.743829,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,2,"Protodeltote muscosula (Guenée, 1852)",Protodeltote muscosula,plants,herbaceous,1,2,18,25,0,NA,also Poaceae,3054,3054,533.6527338,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Dicymolomia julianalis (Walker, 1859)",Dicymolomia julianalis,plants,herbaceous,7,7,12,20,0,252.1091283,,1185,1185,1016.191538,5,11,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Parallelia bistriaris Hübner, 1818 ",Parallelia bistriaris,plants,woody,4,4,33,43,0,214.0484653,0,3096,3096,577.5179887,2,9,8,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Chytolita morbidalis (Guenée, 1854)",Chytolita morbidalis,plants,plants,5,4,29,35,0,381.1829048,also says detritophagous,2574,2574,1237.183695,4,10,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Orthodes majuscula Herrich-Schäffer, 1868",Orthodes majuscula,plants,plants,13,11,28,35,0,214.6628399,0,877,877,2684.594261,4,10,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,2,"Renia adspergillus (Bosc, 1800)",Renia adspergillus,plants,woody,1,1,23,30,0,0,,1160,1160,349.1323443,4,9,6,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,16,6/18/2018,1,"Horisme intestinata (Guenée, 1857) ",Horisme intestinata,plants,woody,1,1,21,33,0,0,0,1831,1831,3360.235665,4,10,7,NA,6/18/2018,2018,6,specialist,specialist
Motor Pool,16,6/18/2018,1,"Pigritia ochrocomella Clemens, 1863",Pigritia ochrocomella,unknown,unknown,NA,NA,9,12,0,NA,unknown host plant,2,2,0,NA,NA,NA,no adult observations in the mid-atlantic,6/18/2018,2018,6,NA,NA
Motor Pool,16,6/18/2018,1,"Crambus agitatellus Clemens, 1860",Crambus agitatellus,plants,herbaceous,NA,NA,17,22,0,NA,no host plant genera specified,4304,4304,621.9317247,5,9,5,NA,6/18/2018,2018,6,NA,NA
Motor Pool,16,6/18/2018,1,"Elophila obliteralis (Walker, 1859)",Elophila obliteralis,plants,plants,44,32,10,22,0,250.9571903,,2960,2960,3563.845548,4,10,7,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Zanclognatha cruralis (Guenée, 1854)",Zanclognatha cruralis,plants,plants,8,5,28,30,0,447.0272241,0,462,462,437.7284884,5,10,6,NA,6/18/2018,2018,6,generalist,generalist
Motor Pool,16,6/18/2018,1,"Sciota uvinella (Ragonot, 1887)",Sciota uvinella,plants,woody,1,1,14,18,0,0,,995,995,252.1767747,5,9,5,NA,6/18/2018,2018,6,specialist,specialist
Chrysler Woods,17,6/19/2018,2,"Malacosoma americanum (Fabricius, 1793)",Malacosoma americanum,plants,woody,34,17,22,44,0,222.9865021,,8997,8997,2585.857822,1,7,7,"in gbif as ""Malacosoma americana""",6/19/2018,2018,6,generalist,generalist
Chrysler Woods,17,6/19/2018,1,"Speranza pustularia (Guenée, [1858])",Speranza pustularia,plants,woody,8,6,18,27,0,437.5198807,0,5415,5415,609.7300142,5,10,6,NA,6/19/2018,2018,6,generalist,generalist
Chrysler Woods,17,6/19/2018,1,"Acleris schalleriana (Linnaeus, 1761)",Acleris schalleriana,plants,woody,4,4,18,20,0,234.2091392,,870,870,4195.710831,5,11,7,NA,6/19/2018,2018,6,generalist,generalist
Chrysler Woods,17,6/19/2018,1,"Spilosoma virginica (Fabricus, 1798)",Spilosoma virginica,plants,plants,93,46,32,52,0,246.1969647,also says fungus,7036,7036,10896.41632,1,11,11,NA,6/19/2018,2018,6,generalist,generalist
